name,address,price_range,enbloc,lat,lng,valid postal,distToMrt,distToSch
The Interweave,"21 Kim Keat Road, singapore 328805","S$ 638,000
  -
  S$ 1,090,000",<20%,1.325380805,103.8531119,1,,
The Iveria,"2 Kim Yam Road, singapore 239320","S$ 2,000,000
  -
  S$ 2,600,000",null,1.295285645,103.8385674,1,,
The Jovell,"19 Flora Drive, singapore 506760","S$ 658,000
  -
  S$ 1,772,400",null,1.357880813,103.9665448,1,,
The Lakefront Residences,"48 Lakeside Drive, singapore 648305","S$ 750,000
  -
  S$ 1,880,000",<20%,1.343003968,103.7190097,1,,
The Lanai,"140 Hillview Avenue, singapore 669600","S$ 1,450,000
  -
  S$ 2,050,000",<20%,1.355997561,103.7612523,1,,
The Lattiz,"3D Jalan Salleh, singapore 416751",null,20%-39%,1.324231806,103.9062345,1,,
The Laurels @ Cairnhill Road,"38 Cairnhill Road, singapore 229658","S$ 1,550,000
  -
  S$ 11,800,000",null,1.30477435,103.8374319,1,,
The Lighthouse,"161 Jalan Loyang Besar, singapore 509408","S$ 900,000
  -
  S$ 900,000",null,1.378293806,103.9591356,1,,
The Lilium,"31 How Sun Road, singapore 538500","S$ 899,999
  -
  S$ 3,819,300",null,1.34579628,103.880802,1,,
The Lincoln Residences,"28 Surrey Road, singapore 307762","S$ 3,000,000
  -
  S$ 3,000,000",<20%,1.315374759,103.8423999,1,,
The Line@Tanjong Rhu,"6 Tanjong Rhu Road, singapore 436883","S$ 900,000
  -
  S$ 8,569,000",null,1.298437301,103.884408,1,,
The LINQ @ Beauty World,"118 Upper Bukit Timah Road, singapore 588173","S$ 3,330,000
  -
  S$ 3,332,000",null,1.34074585,103.7762842,1,,
The Lucent,"99 Lorong N Telok Kurau, singapore 425251",null,20%-39%,1.31097064,103.9163271,1,,
The Lush,"32 Duku Road, singapore 429190",null,<20%,1.309134022,103.9049778,1,,
The Luxe,"6 Handy Road, singapore 229234",null,null,1.299649864,103.8471855,1,,
The Luxurie,"11 Compassvale Road, singapore 544749","S$ 700,000
  -
  S$ 1,688,888",<20%,1.388452514,103.8963799,1,,
The M,"30 Middle Road, singapore 188940","S$ 1,134,999
  -
  S$ 2,292,000",null,1.297510493,103.8562973,1,,
The Medley,"66 Lor G Telok Kurau, singapore 426248",null,20%-39%,1.317172532,103.9111276,1,,
The Mercury,"38 Shanghai Road, singapore 248201","S$ 1,288,888
  -
  S$ 1,380,000",<20%,1.296139861,103.8272318,1,,
The Mergui,"239 Rangoon Road, singapore 218468",null,null,undefined,undefined,0,,
The Meyerise,"97 Meyer Road, singapore 437918","S$ 1,700,000
  -
  S$ 5,100,000",<20%,1.296937934,103.8927087,1,,
The Minton,"147 Hougang Street 11, singapore 530147","S$ 729,000
  -
  S$ 1,800,000",<20%,undefined,undefined,0,,
The Montana,"8 Jalan Mutiara, singapore 249188","S$ 1,250,000
  -
  S$ 3,850,000",40%-59%,1.295962201,103.8290516,2,,
The Morningside,"1 Jalan Kuala, singapore 239639","S$ 3,600,000
  -
  S$ 7,000,000",>80%,1.295386392,103.8358491,1,,
The Mornington,"16 Saint Michael's Road, singapore 328005",null,40%-59%,1.326186059,103.8639936,1,,
The Nassim,"18 Nassim Hill, singapore 258485","S$ 8,380,000
  -
  S$ 45,000,000",<20%,1.306412299,103.8231361,1,,
The Nautical,"93 Jalan Sendudok, singapore 769472","S$ 950,000
  -
  S$ 1,788,888",<20%,1.443665141,103.8247187,1,,
The Navian,"00 Jalan Eunos, singapore 419000","S$ 1,150,000
  -
  S$ 1,680,000",null,1.323042404,103.9166709,1,,
The Orange Grove,"37 Stevens Road, singapore 257844","S$ 5,400,000
  -
  S$ 8,900,000",<20%,undefined,undefined,0,,
The Orchard Residences,"238 Orchard Boulevard, singapore 237973","S$ 5,850,000
  -
  S$ 10,800,000",40%-59%,1.303836916,103.8317078,1,,
The Orient,"251 Pasir Panjang Road, singapore 118610","S$ 848,000
  -
  S$ 2,419,999",null,1.280947718,103.7835466,1,,
The Palette,"111 Pasir Ris Grove, singapore 518170","S$ 700,000
  -
  S$ 2,800,000",<20%,1.369581343,103.9439814,1,,
The Palladium,"20 Brooke Road, singapore 429984",null,40%-59%,1.303359623,103.9038857,1,,
The Panorama,"8 Ang Mo Kio Ave 2, singapore 567695","S$ 775,000
  -
  S$ 2,088,000",null,1.375496412,103.8339033,1,,
The Peak,"33 Pepys Road, singapore 118454","S$ 7,600,000
  -
  S$ 7,600,000",null,1.279958361,103.7933301,1,,
The Peak @ Balmeg,"6 Balmeg Hill, singapore 119910","S$ 1,800,000
  -
  S$ 5,000,000",null,undefined,undefined,0,,
The Peak @ Cairnhill I,"51 Cairnhill Circle, singapore 229784","S$ 1,310,000
  -
  S$ 1,800,000",null,1.308192733,103.8383742,1,,
The Poiz Residences,", singapore 000000","S$ 725,000
  -
  S$ 5,300,000",null,undefined,undefined,0,,
The Promenade @ Pelikat,"183 Jalan Pelikat, singapore 537643","S$ 598,888
  -
  S$ 1,500,000",null,1.355309042,103.8878572,1,,
The Promont,"63 Cairnhill Circle, singapore 229790","S$ 4,500,000
  -
  S$ 4,650,000",20%-39%,1.307706427,103.8379661,1,,
The Reef at King’s Dock,"2 Harbourfront Avenue, singapore 097991","S$ 800,000
  -
  S$ 3,800,000",null,1.264930851,103.8171479,1,,
The Residences at W Sentosa Cove,"1 Ocean Way, singapore 098367","S$ 3,480,000
  -
  S$ 5,980,000",null,1.249130462,103.841533,1,,
The Richmond,"7 Saint Michael's Road, singapore 327950",null,60%-79%,1.324924284,103.8644066,1,,
The Ritz-Carlton Residences,"65 Cairnhill Road, singapore 229721","S$ 10,354,788
  -
  S$ 40,000,000",null,1.308031268,103.8361831,1,,
The Riverside Piazza,"11 Keng Cheow Road, singapore 059608",null,>80%,1.288526355,103.84396,2,,
The Rivervale,"1 Rivervale Link, singapore 545118","S$ 1,135,000
  -
  S$ 1,135,000",<20%,1.380010839,103.8987397,1,,
The Santorini,"00 Tampines Street 86, singapore 520000","S$ 650,000
  -
  S$ 1,720,000",null,undefined,undefined,0,,
The Sapphire,"53 Jalan Dusun, singapore 329374",null,null,undefined,undefined,0,,
The Scala @ Lorong Chuan,"138 Serangoon Avenue 3, singapore 554475","S$ 770,000
  -
  S$ 2,500,000",null,1.351141744,103.8651174,1,,
The Scotts Tower,"38 Scotts Road, singapore 228240","S$ 1,588,000
  -
  S$ 13,287,322",<20%,1.309990178,103.8354997,1,,
The Seafront on Meyer,"57 Meyer Road, singapore 437878","S$ 2,280,000
  -
  S$ 5,500,000",<20%,1.296884461,103.8885841,1,,
The Seawind @ Telok Kurau,"00 Lorong M Telok Kurau, singapore 420000","S$ 1,100,000
  -
  S$ 5,555,000",null,undefined,undefined,0,,
The Serennia,"16 Pulasan Road, singapore 424382","S$ 1,350,000
  -
  S$ 1,600,000",20%-39%,1.311246574,103.9060156,1,,
The Shore Residences,"81 Amber Road, singapore 439893","S$ 1,020,000
  -
  S$ 2,300,000",<20%,1.302807688,103.9009889,1,,
The Sixth Avenue Residences,"160 Sixth Avenue, singapore 276537","S$ 2,880,000
  -
  S$ 4,000,000",<20%,1.326771069,103.7930657,1,,
The Skywoods,"11 Dairy Farm Heights, singapore 677661","S$ 750,000
  -
  S$ 1,450,000",<20%,1.365884554,103.7717376,1,,
The Solitaire,"5A Balmoral Park, singapore 259829","S$ 3,750,000
  -
  S$ 4,880,000",20%-39%,1.314991974,103.8270203,1,,
The Sorrento,"55 West Coast Road, singapore 127365","S$ 799,000
  -
  S$ 1,998,000",<20%,1.295763136,103.7661223,1,,
The Sound,"539 East Coast Road, singapore 429069","S$ 1,080,000
  -
  S$ 1,800,000",<20%,1.310206048,103.9147634,1,,
The Sovereign,"99 Meyer Road, singapore 437920",null,>80%,1.296531267,103.893419,1,,
The Spectrum,", singapore 117501",null,20%-39%,undefined,undefined,0,,
The Stellar,"20A West Coast Road, singapore 126820","S$ 2,100,000
  -
  S$ 2,600,000",<20%,1.294003046,103.7680153,1,,
The Sunnidora,"46 Lor G Telok Kurau, singapore 426223",null,40%-59%,1.316736459,103.9096275,1,,
The Sunniflora,"48 Lor G Telok Kurau, singapore 426231",null,40%-59%,1.316762822,103.9097665,1,,
The Tapestry,"59 Tampines Street 86, singapore 528509","S$ 720,000
  -
  S$ 2,250,000",null,1.354328027,103.9288962,1,,
The Tembusu,"107D Tampines Road, singapore 534006","S$ 828,000
  -
  S$ 2,480,000",<20%,1.361637858,103.8902833,1,,
The Tennery,"3A Woodlands Road, singapore 677727","S$ 700,000
  -
  S$ 1,210,000",<20%,1.379953002,103.7600657,1,,
The Tier,"28 Pegu Road, singapore 328373","S$ 750,000
  -
  S$ 850,000",20%-39%,1.323022363,103.8510215,1,,
The Tre Ver,"60 Potong Pasir Avenue 1, singapore 358391","S$ 700,000
  -
  S$ 2,500,000",null,1.336529941,103.865336,1,,
The Tresor,"26 Duchess Road, singapore 269029",null,20%-39%,1.323624135,103.806909,1,,
The Trilinq,"00 Jalan Lempeng, singapore 120000","S$ 840,000
  -
  S$ 5,436,260",null,undefined,undefined,0,,
The Trillium,"112 Kim Seng Road, singapore 239432","S$ 5,500,000
  -
  S$ 20,000,000",<20%,1.293695353,103.8331172,1,,
The Trillium,"112 Kim Seng Road, singapore 239432","S$ 5,500,000
  -
  S$ 20,000,000",<20%,1.293695353,103.8331172,1,,
The Trizon,"2 Ridgewood Close, singapore 276693","S$ 1,920,000
  -
  S$ 4,800,000",<20%,1.316579463,103.7784316,1,,
The Tropic Gardens,"332 Upper East Coast Road, singapore 466456",null,60%-79%,1.31384957,103.9380984,1,,
The Twins,"6 Balmoral Crescent, singapore 259896",null,40%-59%,1.314746755,103.8345902,1,,
The Urbanite,"29 Hertford Road, singapore 219384","S$ 1,188,000
  -
  S$ 1,850,000",<20%,1.313510262,103.8483721,1,,
The Vanderlint,"87 Ceylon Road, singapore 429665","S$ 850,000
  -
  S$ 850,000",<20%,1.308036473,103.9007757,1,,
The Verandah Residences,"227 Pasir Panjang Road, singapore 117341","S$ 913,000
  -
  S$ 3,980,000",null,1.279606787,103.7850482,1,,
The Verte,"118 Lorong H Telok Kurau, singapore 426146",null,<20%,1.316693044,103.9141414,1,,
The Verv @ RV,"348 River Valley Road, singapore 238374","S$ 2,800,000
  -
  S$ 3,100,000",20%-39%,1.296391119,103.8346942,1,,
The Verve,"23 Jalan Rajah Road, singapore 329138","S$ 830,000
  -
  S$ 1,980,000",<20%,1.327721882,103.8481373,1,,
The Viridian,"6 Jalan Ampas, singapore 329507","S$ 815,000
  -
  S$ 4,280,000",<20%,1.326010519,103.8516268,1,,
The Vision,"73 West Coast Crescent, singapore 126790","S$ 1,180,000
  -
  S$ 3,600,000",<20%,1.298258926,103.7650495,1,,
The Vue,"355 Upper Paya Lebar Road, singapore 534958","S$ 620,000
  -
  S$ 1,389,000",<20%,1.346798072,103.8799727,1,,
The Water Edge @ Geylang,"8 Lorong 38 Geylang, singapore 398106","S$ 599,999
  -
  S$ 1,500,000",null,1.313721052,103.8887596,1,,
The Watercrest,"0 Loyang Besar Close, singapore 509000","S$ 1,050,000
  -
  S$ 1,299,413",null,undefined,undefined,0,,
The Waterdale,"118 Garlick Avenue, singapore 275991",null,null,undefined,undefined,0,,
The WaterGardens @ Canberra,"47 Canberra Drive, singapore 752106","S$ 799,900
  -
  S$ 2,045,000",null,1.448038852,103.8332289,1,,
The Waterline,"161 Poh Huat Road West, singapore 546692","S$ 1,199,999
  -
  S$ 2,650,000",<20%,1.367277093,103.8765014,1,,
The Wharf Residence,"7 Tong Watt Road, singapore 238002","S$ 2,330,000
  -
  S$ 3,600,000",<20%,1.293328528,103.8403721,1,,
The Wisteria,"590 Yishun Ring Road, singapore 768694",null,null,1.418447036,103.8411124,1,,
The Yardley,"571 Upper Serangoon Road, singapore 534798","S$ 1,950,000
  -
  S$ 1,950,000",20%-39%,1.34770866,103.8717374,1,,
Thomson Euro-Asia,"150 Thomson Road, singapore 307605","S$ 2,080,000
  -
  S$ 2,500,000",40%-59%,1.318058727,103.8446821,1,,
Thomson Grand,"17 Sin Ming Walk, singapore 573913","S$ 1,380,000
  -
  S$ 4,800,000",<20%,1.364940198,103.8300233,1,,
Thomson Grove,"0 Yio Chu Kang Road, singapore 780000",null,>80%,undefined,undefined,0,,
Thomson Imperial Court,"200 Upper Thomson Road, singapore 574424","S$ 2,800,000
  -
  S$ 2,900,000",60%-79%,1.351844992,103.8360536,1,,
Thomson Impressions,"20 Lorong Puntong, singapore 576438","S$ 798,000
  -
  S$ 2,060,000",null,1.36002617,103.8311117,1,,
Thomson Three,"21 Bright Hill Drive, singapore 573883","S$ 800,000
  -
  S$ 2,788,888",<20%,1.357215709,103.8309706,1,,
Thomson V Two,"11 Sin Ming Road, singapore 575629","S$ 920,000
  -
  S$ 1,000,000",20%-39%,1.35341661,103.8355472,1,,
Thomson View Condo,"7 Bright Hill Drive, singapore 579599",null,null,1.356451963,103.8306337,1,,
Three Buckley,", singapore 309740",null,20%-39%,1.316420191,103.8398621,1,,
Tierra Vue,"36 Saint Patrick's Road, singapore 424160","S$ 2,500,000
  -
  S$ 2,500,000",20%-39%,1.308109895,103.9139902,1,,
Tivoli Grande,"126 Koon Seng Road, singapore 427059","S$ 799,000
  -
  S$ 1,888,888",<20%,1.312652227,103.9061895,1,,
Toh Tuck Lodge,"26F Toh Tuck Road, singapore 596221","S$ 1,750,000
  -
  S$ 1,750,000",40%-59%,1.340763153,103.7699305,1,,
Toh Yi Court,"97 Toh Yi Drive, singapore 596553",null,>80%,1.336561522,103.7719487,4,,
Toho Garden,"212A Yio Chu Kang Road, singapore 545655",null,null,undefined,undefined,0,,
Tomlinson Heights,"31 Tomlinson Road, singapore 247855","S$ 9,900,000
  -
  S$ 16,900,000",<20%,1.302934077,103.8269496,1,,
Torie Mansion,"75-75D Everitt Road, singapore 428618",null,null,1.31197297,103.9035436,5,,
Torieview Mansions,"8 Lorong 29 Geylang, singapore 388064","S$ 1,750,000
  -
  S$ 1,750,000",>80%,1.314481702,103.8859857,1,,
Tre Residences,"7 Geylang East Avenue 1, singapore 389782","S$ 750,000
  -
  S$ 1,600,000",null,1.317215015,103.8846689,1,,
Treasure at Tampines,"118 Tampines Street 11, singapore 520118","S$ 779,999
  -
  S$ 2,482,000",null,undefined,undefined,0,,
Treasure Loft,"115 Shrewsbury Road, singapore 307856","S$ 1,450,000
  -
  S$ 1,450,000",40%-59%,1.318711816,103.8496695,1,,
Treasures @ G19,"33 Lorong 19 Geylang, singapore 388502","S$ 580,000
  -
  S$ 585,000",null,1.313928158,103.8789867,1,,
Treasures @ G20,"35 Lorong 20 Geylang, singapore 398751","S$ 550,000
  -
  S$ 618,000",<20%,1.311446994,103.8815397,1,,
Tree House,"60 Chestnut Avenue, singapore 679517","S$ 940,000
  -
  S$ 2,050,000",<20%,1.369842017,103.7760391,1,,
Trendale Tower,"79 Cairnhill Road, singapore 229681",null,>80%,1.309645959,103.8358674,1,,
Tresalveo,"7 Marymount Terrace, singapore 573963","S$ 1,058,000
  -
  S$ 1,058,000",<20%,1.351042598,103.8408225,1,,
Trevista,"21 Lorong 3 Toa Payoh, singapore 319581","S$ 700,000
  -
  S$ 3,350,000",<20%,1.337420741,103.8465385,1,,
Tribeca,"60 Kim Seng Road, singapore 239497",null,<20%,1.291066112,103.8344989,1,,
Trilight,"7 Newton Road, singapore 307945","S$ 2,550,000
  -
  S$ 5,000,000",<20%,1.314478832,103.8398997,1,,
Trilive,"115 Tampines Road, singapore 533901","S$ 890,000
  -
  S$ 2,180,000",null,1.36227689,103.8913291,1,,
Tropicana Condominium,"2 Jalan Tiga Ratus, singapore 488067","S$ 2,080,800
  -
  S$ 2,080,800",40%-59%,1.341645553,103.9608404,1,,
Tropics @ Haigsville,"3 Haigsville Drive, singapore 438702",null,20%-39%,1.310176457,103.897973,1,,
Tropika East,"3 Foo Kim Lin Road, singapore 419679","S$ 675,000
  -
  S$ 2,400,000",<20%,1.328865892,103.907194,1,,
TRUSSVILLE,"61 - 61K Paya Lebar Crescent, singapore 534210",null,null,1.349275339,103.8839156,1,,
Tulip Garden,"1 Farrer Road, singapore 268817",null,>80%,undefined,undefined,0,,
Turquoise,"0 Cove Drive,Sentosa, singapore 090000","S$ 2,666,800
  -
  S$ 6,200,000",<20%,undefined,undefined,0,,
TwentyOne Angullia Park,"21 Angullia Park, singapore 239974","S$ 7,490,000
  -
  S$ 10,300,000",<20%,1.303766556,103.8300335,1,,
Twin VEW,"91 West Coast Vale, singapore 126755","S$ 880,000
  -
  S$ 2,490,000",null,1.320049382,103.7521613,1,,
Two8one Studio,"281 River Valley Road, singapore 238322",null,20%-39%,1.295717053,103.839861,1,,
Uber 388,"388 Upper East Coast Road, singapore 466477","S$ 880,000
  -
  S$ 1,680,000",<20%,1.313655691,103.9390907,1,,
Up@Robertson Quay,"90 Robertson Quay, singapore 238259","S$ 1,125,000
  -
  S$ 2,800,000",40%-59%,1.290834126,103.8372804,2,,
Uptown @ Farrer,"2 Perumal Road Singapore, singapore 218773","S$ 1,799,999
  -
  S$ 4,188,000",null,1.312944324,103.8556347,1,,
Urban Heritage,", singapore 329700","S$ 638,000
  -
  S$ 800,008",20%-39%,1.321526106,103.8534009,3,,
Urban Lofts,"89 Rangoon Road, singapore 218375","S$ 738,000
  -
  S$ 990,000",20%-39%,1.314163835,103.8539055,1,,
Urban Residences,"10 Lorong Ah Soo, singapore 534051","S$ 688,000
  -
  S$ 1,270,000",<20%,1.350773957,103.8800809,1,,
Urban Suites @ Hullet Road,"1 Hullet Road, singapore 229157","S$ 3,000,000
  -
  S$ 10,800,000",null,1.303610268,103.8384569,1,,
Urban Treasures,"205 Jalan Eunos, singapore 419535","S$ 920,000
  -
  S$ 2,379,600",null,1.329367202,103.9057913,1,,
Urban Vista,"2 Tanah Merah Kechil Link, singapore 465417","S$ 660,000
  -
  S$ 1,900,000",<20%,1.32766677,103.9447459,1,,
V on Shenton,"5 Shenton Way, singapore 068808","S$ 990,000
  -
  S$ 22,000,000",null,1.277717071,103.8495652,1,,
VA Residences,"9 Boon Teck Road, singapore 329583","S$ 766,888
  -
  S$ 2,400,000",<20%,1.326726664,103.8496801,1,,
Vacanza @ East,"36 Lengkong Tujoh, singapore 417391","S$ 650,000
  -
  S$ 2,390,000",<20%,1.329019845,103.9141962,1,,
Valley House,"338 River Valley Road, singapore 238367",null,null,1.296020332,103.8381566,1,,
Van Holland,"186 Holland Road, singapore 278583","S$ 1,398,800
  -
  S$ 5,537,280",null,1.312649569,103.7949547,1,,
Ventuno Balmoral,"21 Balmoral Road, singapore 259805","S$ 2,800,000
  -
  S$ 3,019,900",20%-39%,1.315958979,103.8329556,1,,
Ventura View,", singapore 417722","S$ 650,000
  -
  S$ 1,650,000",<20%,1.326978598,103.9123376,1,,
Verdale,"10 De Souza Avenue, singapore 599449","S$ 700,000
  -
  S$ 3,315,200",null,1.345015876,103.7697711,1,,
Verdure @ Holland Park,"55 Holland Road, singapore 258865","S$ 2,000,000
  -
  S$ 3,100,000",null,1.30899937,103.8073023,1,,
Versailles,"133 Hemmant Road, singapore 438686","S$ 1,830,000
  -
  S$ 1,830,000",>80%,1.311677425,103.8905239,1,,
Versilia On Haig,"29A Ipoh Lane, singapore 438627","S$ 1,990,000
  -
  S$ 1,990,000",<20%,undefined,undefined,0,,
Verticus,"5 Jalan Kemaman, singapore 329325","S$ 895,000
  -
  S$ 2,766,000",null,undefined,undefined,0,,
Vetro,"22a Mar Thoma Road, singapore 328703",null,20%-39%,1.327518848,103.8625649,1,,
Vibes @ Kovan,"93 Kovan Road, singapore 548178","S$ 738,888
  -
  S$ 1,000,000",<20%,1.354825115,103.8776032,1,,
Vicenta Lodge,"6A Lorong Marzuki, singapore 417063",null,>80%,1.320538833,103.909448,4,,
Victory Heights,"13 Kim Keat Road, singapore 328842","S$ 1,310,000
  -
  S$ 1,310,000",60%-79%,1.32441624,103.8526035,1,,
Viento,"29 Lorong 30 Geylang, singapore 398362","S$ 628,000
  -
  S$ 750,000",<20%,1.312211045,103.8865205,1,,
View at Kismis,"21 Lorong Kismis, singapore 596187","S$ 1,900,000
  -
  S$ 2,179,000",null,1.338169804,103.7695254,1,,
Villa Azura,"1 Cherry Avenue, singapore 279871","S$ 2,380,000
  -
  S$ 3,800,000",60%-79%,1.331725212,103.7929908,1,,
Villa Azura,"1 Cherry Avenue, singapore 279871","S$ 2,380,000
  -
  S$ 3,800,000",60%-79%,1.331725212,103.7929908,1,,
Villa Chancerita,"16 Chancery Hill Road, singapore 309657",null,60%-79%,1.325536682,103.8383151,1,,
Villa Chancery,"39 Chancery Lane, singapore 309568",null,>80%,1.323560739,103.8387503,1,,
Villa De West,"385 Pasir Panjang Road, singapore 118719",null,60%-79%,1.290725291,103.7721145,1,,
Villa Delle Rose,"0 Taman Nakhoda, singapore 257000","S$ 5,500,000
  -
  S$ 6,500,000",>80%,undefined,undefined,0,,
Villa Des Flores,"125 Whitley Road, singapore 297820",null,>80%,1.324778956,103.8371032,1,,
Village @ Pasir Panjang,"417 Pasir Panjang Road, singapore 118758","S$ 1,380,000
  -
  S$ 3,850,000",<20%,undefined,undefined,0,,
Village Tower,"35 Mount Sinai Rise, singapore 276955",null,>80%,1.31501746,103.7777994,1,,
Villas Laguna,"366 Upper East Coast Road, singapore 466472","S$ 2,000,000
  -
  S$ 2,000,000",>80%,1.314209974,103.9386139,1,,
Villas Six,"250 Pasir Panjang Road, singapore 117622",null,null,1.281400668,103.784592,1,,
Vista Residences,"26 Jalan Datoh, singapore 329425","S$ 1,050,000
  -
  S$ 2,550,000",<20%,1.327928127,103.8432731,1,,
VIVA,"2 Suffolk Walk, singapore 307462","S$ 2,450,000
  -
  S$ 17,749,200",<20%,1.315655864,103.8444447,1,,
Viva Vista,"3 South Buona Vista Road, singapore 118136","S$ 650,000
  -
  S$ 1,399,999",<20%,1.279803223,103.7859096,1,,
Vogx,"109 Dorset Road, singapore 219498","S$ 1,590,000
  -
  S$ 1,590,000",20%-39%,1.313876659,103.8504506,1,,
Volari,"14 Balmoral Road, singapore 259800","S$ 2,800,000
  -
  S$ 5,000,000",<20%,undefined,undefined,0,,
Vue 8 Residence,"00 Pasir Ris Heights, singapore 519000","S$ 680,000
  -
  S$ 2,750,000",<20%,undefined,undefined,0,,
Wallich Residence,"3 Wallich Street, singapore 078882","S$ 2,076,000
  -
  S$ 18,600,000",null,1.27711736,103.8457902,2,,
Wan Tho Lodge,"21 Wan Tho Avenue, singapore 347550",null,>80%,1.332577395,103.8711233,3,,
Warner Court,"110 Holland Ave, singapore 278966",null,>80%,1.309963932,103.7963307,1,,
Waterbank at Dakota,"25 Dakota Crescent, singapore 390025","S$ 815,000
  -
  S$ 2,400,000",<20%,undefined,undefined,0,,
Waterfront Gold,"733 Bedok Reservoir Road, singapore 470733","S$ 780,000
  -
  S$ 1,990,000",null,undefined,undefined,0,,
Waterfront Isle,"758 Bedok Reservoir Road, singapore 479260","S$ 747,000
  -
  S$ 4,350,000",null,1.33787071,103.9285147,1,,
Waterfront Key,"770 Bedok Reservoir Road, singapore 479250","S$ 1,178,000
  -
  S$ 1,720,000",null,1.337809213,103.9309575,1,,
Waterfront View,"726 726 - 738 Bedok Reservoir Road, singapore 470726",null,null,undefined,undefined,0,,
Waterfront Waves,"760 Bedok Reservoir Road, singapore 479245","S$ 1,200,000
  -
  S$ 2,250,000",null,1.338226767,103.9299095,1,,
Waterloo Apartments,"64 Waterloo Street, singapore 187959",null,>80%,undefined,undefined,0,,
Watertown,"69 Punggol Central, singapore 828754","S$ 780,000
  -
  S$ 2,450,000",null,1.406452003,103.9026608,1,,
Waterview,"79 Tampines Avenue 1, singapore 528684","S$ 849,999
  -
  S$ 3,600,000",<20%,1.348119773,103.9260782,1,,
Watten Estate Condominium,"2 Watten Terrace, singapore 287226",null,>80%,1.326912093,103.8090827,1,,
Watten Hill Condo,"0 Watten View, singapore 287000",null,null,1.33672666,103.8053628,1,,
Wedgewood Mansion,"142 Lorong L Telok Kurau, singapore 425573",null,null,1.312590222,103.9156462,1,,
Welkin Mansion,"17 River Valley Close, singapore 238434",null,null,undefined,undefined,0,,
West-N,"253 Pasir Panjang Road, singapore 118618",null,20%-39%,1.281350127,103.7836422,1,,
Western Grove,"250 Pasir Panjang Road, singapore 117452",null,null,1.282247016,103.7834536,1,,
Westpark Regency,"346A Pasir Panjang Road, singapore 117665",null,null,1.290051978,103.7766295,1,,
Westpoint Condominium,"3 Pepys Road, singapore 118442",null,null,1.276511088,103.7934051,1,,
Westvale,"334,Pasir Panjang Road, singapore 118659",null,null,1.289855927,103.7774932,1,,
Westwood Apartments,"15 Orchard Boulevard , singapore 248644",null,null,undefined,undefined,0,,
Westwood Residences EC,", singapore 648147","S$ 899,800
  -
  S$ 1,230,000",null,1.352328626,103.6965346,1,,
Wharton Vale,"68 Sophia Road, singapore 228187","S$ 2,550,000
  -
  S$ 2,550,000",40%-59%,1.301988741,103.8483311,1,,
Whistler Grand,"107 West Coast Vale, singapore 126751","S$ 650,000
  -
  S$ 3,688,000",null,1.320031287,103.7540103,1,,
White House Residence,"67 Stevens Road, singapore 257855","S$ 7,739,999
  -
  S$ 13,971,408",null,1.317925363,103.8251796,1,,
Whitescape,"88 Lorong N Telok Kurau, singapore 425239",null,20%-39%,1.310436434,103.9155575,1,,
Wilkie 48,", singapore 228056",null,60%-79%,1.301985336,103.8484082,1,,
Wilkie 87,"87 Wilkie Road, singapore 228084",null,null,1.303096768,103.846902,1,,
Wilkie Apartments,"59 Wilkie Road, singapore 228064",null,>80%,1.302255019,103.847854,1,,
Wilkie Studio,"86 Wilkie Road, singapore 228096","S$ 1,950,000
  -
  S$ 3,160,000",20%-39%,1.303438443,103.8476115,1,,
Willyn Ville,"1 Holland Avenue, singapore 278965","S$ 3,300,000
  -
  S$ 3,300,000",>80%,1.311861011,103.7964589,1,,
Wilmer House,"1 Saint Thomas Walk, singapore 238096",null,null,1.29648633,103.8355261,1,,
Wilmer Place,"50 Armenian Street, singapore 179938",null,null,1.294367077,103.8496786,1,,
Wilshire Residences,"30 Farrer Road, singapore 268832","S$ 800,000
  -
  S$ 3,810,000",null,1.313061613,103.8046476,1,,
Windy Heights,"80 Jalan Daud, singapore 419591",null,>80%,1.32656543,103.9097656,1,,
Wing Fong Court,"10 Lorong 14 Geylang, singapore 398922","S$ 1,020,000
  -
  S$ 1,388,000",null,1.311734623,103.8788152,1,,
Woodhaven,"71 Woodgrove Avenue, singapore 737808","S$ 688,000
  -
  S$ 3,000,000",<20%,1.429676789,103.7840678,1,,
Woodsville 28,"26 Woodsville Close, singapore 357774","S$ 1,200,000
  -
  S$ 2,614,131",<20%,1.330035979,103.8683521,1,,
Yew Mei Green,"50 Choa Chu Kang North 6, singapore 689574","S$ 920,000
  -
  S$ 1,100,000",<20%,1.394453292,103.7513415,1,,
YGK Gardens,"2 Belmont Road, singapore 269854",null,null,1.312787417,103.7993627,1,,
Yi Mei Gardens,"111 Tampines Road, singapore 535133",null,null,1.361777321,103.8916675,1,,
Yong Siak Court,"11 Yong Siak Street, singapore 168646","S$ 2,500,000
  -
  S$ 2,500,000",>80%,1.282635886,103.8301863,4,,
Zedge,"2 Akyab Road, singapore 309973","S$ 878,000
  -
  S$ 1,550,000",<20%,1.322421724,103.848172,1,,
ZEPHYR PARK,"4 Sea Breeze Walk, singapore 487392",null,null,1.338545367,103.9519227,1,,
Zyanya,"8 Lorong 25A Geylang, singapore 388222","S$ 836,999
  -
  S$ 2,232,100",null,1.313917245,103.8832713,1,,
